team,team_tm_major,team_tm_minor,KBO_ID,TM_ID,NAME,POS,BackNum,engName,Birthday,Height,Weight,PitcherThrows,BatterSide,프로필변동,plyer_info_2022,팀변경
KIA,KIA_TIG,MIN_KIA,66492,66492,김승현,P,24,"Kim, Seung Hyun",19920709,180,105,Right,Right,O,,team change
KIA,KIA_TIG,MIN_KIA,50613,50613,김양수,P,8,"Kim, Yang Soo",20010123,184,80,Right,Right,X,,
KIA,KIA_TIG,MIN_KIA,52566,52566,김용완,IF,12,"Kim, Yong Wan",20030502,176,73,Right,Right,O,,team change
KIA,KIA_TIG,MIN_KIA,68659,68659,김유신,P,49,"Kim, Yu Sin",19990614,187,100,Left,Left,X,,
KIA,KIA_TIG,MIN_KIA,64580,64580,김재열,P,32,"Kim, Jae Yeol",19960102,183,97,Right,Right,X,,
KIA,KIA_TIG,MIN_KIA,53619,53619,김재현,IF,19,"Kim, Jae Hyun",20001202,176,81,Right,Left,O,X,
KIA,KIA_TIG,MIN_KIA,63894,63894,김사윤,P,21,"Kim, Sa Yoon",19940608,182,90,Left,Left,X,,
KIA,KIA_TIG,MIN_KIA,53627,53627,김주섭,P,27,"Kim, Ju Sub",19990524,180,93,Right,Right,O,X,
KIA,KIA_TIG,MIN_KIA,52661,52661,김찬민,P,38,"Kim, Chan Min",20030913,184,85,Right,Right,X,,
KIA,KIA_TIG,MIN_KIA,65653,65653,김호령,OF,27,"Kim, Ho Ryung",19920430,178,85,Right,Right,X,,
KIA,KIA_TIG,MIN_KIA,62947,62947,나성범,OF,47,"Na, Sung Bum",19891003,183,100,Left,Left,X,,
KIA,KIA_TIG,MIN_KIA,69630,69630,나용기,P,9,"Na, Yong Gi",19981118,195,105,Right,Right,X,,
KIA,KIA_TIG,MIN_KIA,66660,66660,남하준,P,41,"Nam, Ha Jun",19960913,182,78,Right,Left,X,,
삼성,SAM_LIO,MIN_SAM,62234,62234,류지혁,IF,8,"Ryu, Ji Hyuk",19940113,181,75,Right,Left,X,,team change
KIA,KIA_TIG,MIN_KIA,53645,658431,메디나,P,45,"Medina, Adonis",19961218,185,84,Right,Right,O,X,
KIA,KIA_TIG,MIN_KIA,53629,53629,박일훈,P,29,"Park, Il Hun",20040307,182,82,Right,Right,O,X,
KIA,KIA_TIG,MIN_KIA,67609,67609,박정우,OF,0,"Park, Jeong Woo",19980201,175,68,Left,Left,X,,
KIA,KIA_TIG,MIN_KIA,63638,63638,박준표,P,31,"Park, Jun Pyo",19920626,181,93,Right,Right,X,,
KIA,KIA_TIG,MIN_KIA,64646,64646,박찬호,IF,1,"Park, Chan Ho",19950605,178,72,Right,Right,X,,
KIA,KIA_TIG,MIN_KIA,69727,69727,변우혁,IF,33,"Byun, Woo Hyuk",20000318,185,95,Right,Right,O,,team change
KIA,KIA_TIG,MIN_KIA,52630,593647,소크라테스,OF,30,"Brito, Socrates",19920906,188,93,Left,Left,X,,
KIA,KIA_TIG,MIN_KIA,67606,67606,송후섭,P,11,"Song, Hoo Sub",19970618,190,95,Right,Right,X,,
KIA,KIA_TIG,MIN_KIA,66662,66662,신범수,C,12,"Shin, Beom Soo",19980125,177,83,Right,Left,X,,
KIA,KIA_TIG,MIN_KIA,53664,641312,앤더슨,P,64,"Anderson, Shaun",19941029,193,102,Right,Right,O,X,
KIA,KIA_TIG,MIN_KIA,77637,77637,양현종,P,54,"Yang, Hyeon Jong",19880301,183,91,Left,Left,X,,
KIA,KIA_TIG,MIN_KIA,69636,69636,오선우,IF,56,"Oh, Sun Woo",19961213,186,95,Left,Left,X,,
KIA,KIA_TIG,MIN_KIA,68614,68614,오정환,IF,2,"Oh, Jeong Hwan",19990327,185,75,Right,Left,X,,
KIA,KIA_TIG,MIN_KIA,67640,67640,유승철,P,40,"Yoo, Seung Cheol",19980302,184,87,Right,Switch,X,,
KIA,KIA_TIG,MIN_KIA,50604,50604,유지성,P,4,"You, Ji Sung",20001115,189,94,Left,Left,O,X,
KIA,KIA_TIG,MIN_KIA,52667,52667,윤도현,IF,67,"Yoon, Do Hyun",20030507,181,84,Right,Right,X,,
KIA,KIA_TIG,MIN_KIA,53613,53613,윤영철,P,13,"Yoon, Young Cheol",20040420,187,87,Left,Left,O,X,
KIA,KIA_TIG,MIN_KIA,68619,68619,윤중현,P,19,"Yoon, Joong Hyun",19950425,180,84,Right,Right,X,,
KIA,KIA_TIG,MIN_KIA,53615,53615,이도현,P,15,"Lee, Do Hyun",20050107,188,90,Right,Right,O,X,
KIA,KIA_TIG,MIN_KIA,52647,52647,이성주,C,6,"Lee, Sung Joo",20030328,183,98,Right,Right,X,,
KIA,KIA_TIG,MIN_KIA,53663,53663,이송찬,P,63,"Lee, Song Chan",20040808,187,85,Right,Right,O,X,
KIA,KIA_TIG,MIN_KIA,63260,63260,이우성,OF,25,"Lee, Woo Sung",19940717,182,95,Right,Right,X,,
KIA,KIA_TIG,MIN_KIA,51648,51648,이의리,P,48,"Lee, Eui Lee",20020616,185,90,Left,Left,X,,
KIA,KIA_TIG,MIN_KIA,65665,65665,이준영,P,20,"Lee, Jun Young",19920810,177,85,Left,Left,X,,
KIA,KIA_TIG,MIN_KIA,64560,64560,이창진,OF,66,"Lee, Chang Jin",19910304,173,85,Right,Right,X,,
KIA,KIA_TIG,MIN_KIA,69623,69623,이태규,P,61,"Lee, Tae Gyu",20000221,188,72,Right,Left,O,X,
KIA,KIA_TIG,MIN_KIA,62754,62754,임기영,P,17,"Im, Gi Yeong",19930416,184,86,Right,Right,X,,
KIA,KIA_TIG,MIN_KIA,66833,66833,임석진,IF,28,"Im, Suk Jin",19971010,180,98,Right,Right,X,,
KIA,KIA_TIG,MIN_KIA,63950,63950,장현식,P,50,"Jang, Hyun Sik",19950224,181,91,Right,Right,X,,
KIA,KIA_TIG,MIN_KIA,66609,66609,전상현,P,51,"Jeon, Sang Hyun",19960418,182,84,Right,Right,X,,
KIA,KIA_TIG,MIN_KIA,50662,50662,정해영,P,62,"Jung, Hai Young",20010823,189,98,Right,Right,X,,
KIA,KIA_TIG,MIN_KIA,53659,53659,정해원,IF,59,"Jung, Hae Won",20040521,185,87,Right,Right,O,X,
KIA,KIA_TIG,MIN_KIA,66354,66354,주효상,C,22,"Joo, Hyo Sang",19971111,182,85,Right,Left,O,,team change
KIA,KIA_TIG,MIN_KIA,65464,65464,최정용,IF,23,"Choi, Jeong Yong",19961024,178,75,Right,Left,X,,
KIA,KIA_TIG,MIN_KIA,52639,52639,최지민,P,39,"Choi, Ji Min",20030910,185,100,Left,Left,X,,
KIA,KIA_TIG,MIN_KIA,72443,72443,최형우,OF,34,"Choi, Hyoung Woo",19831216,180,106,Right,Left,X,,
KIA,KIA_TIG,MIN_KIA,52628,52628,한승연,OF,28,"Han, Seung Yeon",20030609,183,90,Right,Right,X,,
KIA,KIA_TIG,MIN_KIA,63722,63722,한승택,C,26,"Han, Seung Taek",19940621,174,83,Right,Right,X,,
KIA,KIA_TIG,MIN_KIA,68646,68646,한준수,C,25,"Han, Jun Su",19990213,184,95,Right,Left,O,X,
KIA,KIA_TIG,MIN_KIA,69643,69643,홍원빈,P,21,"Hong, Won Bin",20001016,195,101,Right,Right,O,X,
KIA,KIA_TIG,MIN_KIA,50600,50600,홍종표,IF,6,"Hong, Jong Pyo",20000502,178,72,Right,Left,O,,team change
KIA,KIA_TIG,MIN_KIA,65610,65610,황대인,IF,52,"Hwang, Dae In",19960210,178,100,Right,Right,X,,
KIA,KIA_TIG,MIN_KIA,52641,52641,황동하,P,10,"Hwang, Dong Ha",20020730,183,96,Right,Right,X,,
KT,KT_WIZ,MIN_KTW,69064,69064,강민성,IF,5,"Kang, Min Sung",19991208,180,85,Right,Right,O,X,
KT,KT_WIZ,MIN_KTW,68050,68050,강백호,IF,50,"Kang, Baek Ho",19990729,184,98,Right,Left,X,,
KT,KT_WIZ,MIN_KTW,50066,50066,강현우,C,55,"Kang, Hyeon Woo",20010413,180,90,Right,Right,O,X,
KT,KT_WIZ,MIN_KTW,68069,68069,고명성,IF,9,"Go, Myeong Seong",19990416,178,68,Right,Right,X,,
KT,KT_WIZ,MIN_KTW,64001,64001,고영표,P,1,"Ko, Young Pyo",19910916,187,88,Right,Right,X,,
KT,KT_WIZ,MIN_KTW,52003,52003,권성준,P,96,"Kwon, Sung Jun",20030309,185,88,Left,Left,X,,
KT,KT_WIZ,MIN_KTW,53049,53049,김건웅,P,49,"Kim, Geon Ung",20040412,187,90,Left,Right,O,X,
KT,KT_WIZ,MIN_KTW,68043,68043,김민,P,11,"Kim, Min",19990414,185,88,Right,Right,X,,
KT,KT_WIZ,MIN_KTW,65048,65048,김민수,P,26,"Kim, Min Su",19920724,188,80,Right,Right,X,,
KT,KT_WIZ,MIN_KTW,64004,64004,김민혁,OF,53,"Kim, Min Hyuck",19951121,181,71,Right,Left,X,,
KT,KT_WIZ,MIN_KTW,52002,52002,김병준,OF,97,"Kim, Byung Jun",20030703,175,80,Right,Left,X,,
KT,KT_WIZ,MIN_KTW,64014,64014,김병희,IF,14,"Kim, Byung Hee",19901206,180,82,Right,Right,X,,
KT,KT_WIZ,MIN_KTW,79402,79402,김상수,IF,7,"Kim, Sang Su",19900323,175,68,Right,Right,O,,team change
KT,KT_WIZ,MIN_KTW,51097,51097,김영현,P,48,"Kim, Young Hyun",20020818,178,81,Right,Right,X,,
KT,KT_WIZ,MIN_KTW,65062,65062,김재윤,P,62,"Kim, Jae Yoon",19900916,185,91,Right,Right,X,,
KT,KT_WIZ,MIN_KTW,53029,53029,김정운,P,29,"Kim, Jeong Woon",20040421,184,84,Right,Right,O,X,
KT,KT_WIZ,MIN_KTW,62558,62558,김준태,C,44,"Kim, Jun Tae",19940731,175,91,Right,Left,X,,
KT,KT_WIZ,MIN_KTW,66064,66064,김태오,P,20,"Kim, Tae O",19970729,183,84,Left,Left,X,,
KT,KT_WIZ,MIN_KTW,53036,53036,류현인,IF,36,"Ryu, Hyun In",20001108,174,80,Right,Left,O,X,
KT,KT_WIZ,MIN_KTW,67063,67063,문상인,C,33,"Moon, Sang In",19980131,185,79,Right,Right,X,,
KT,KT_WIZ,MIN_KTW,50007,50007,문상준,IF,0,"Moon, Sang Jun",20010314,183,80,Right,Right,X,,
KT,KT_WIZ,MIN_KTW,64007,64007,문상철,OF,24,"Moon, Sang Chul",19910406,184,85,Right,Right,X,,
KT,KT_WIZ,MIN_KTW,73113,73113,박경수,IF,6,"Park, Kyung Su",19840331,178,80,Right,Right,X,,
KT,KT_WIZ,MIN_KTW,69056,69056,박민석,IF,98,"Park, Min Seok",20000413,180,77,Right,Right,O,X,
KT,KT_WIZ,MIN_KTW,75125,75125,박병호,IF,52,"Park, Byung Ho",19860710,185,107,Right,Right,X,,
KT,KT_WIZ,MIN_KTW,66556,66556,박선우,P,45,"Park, Sun Woo",19970712,188,91,Right,Right,O,,team change
KT,KT_WIZ,MIN_KTW,66047,66047,박세진,P,47,"Park, Se Jin",19970627,178,93,Left,Left,O,X,
KT,KT_WIZ,MIN_KTW,60559,60559,박시영,P,46,"Park, Si Young",19890310,180,88,Right,Right,X,,
KT,KT_WIZ,MIN_KTW,68068,68068,박시윤,P,67,"Park, Si Yun",19990308,185,90,Left,Left,X,,
KT,KT_WIZ,MIN_KTW,52060,52060,박영현,P,60,"Park, Young Hyun",20031011,183,91,Right,Right,X,,
KT,KT_WIZ,MIN_KTW,68003,68003,박준혁,OF,63,"Park, Joon Hyuk",19990830,184,76,Right,Right,X,,
KT,KT_WIZ,MIN_KTW,64166,64166,배정대,OF,27,"Bae, Jung Dae",19950612,185,80,Right,Right,X,,
KT,KT_WIZ,MIN_KTW,65516,65516,배제성,P,19,"Bae, Je Seong",19960929,189,85,Right,Left,X,,
KT,KT_WIZ,MIN_KTW,68096,68096,백선기,P,35,"Baek, Seon Gi",19980827,186,70,Left,Left,X,,
KT,KT_WIZ,MIN_KTW,53007,53007,백현수,P,107,"Baek, Hyun Soo",20000613,185,87,Right,Right,O,X,
KT,KT_WIZ,MIN_KTW,52043,605138,벤자민,P,43,"Benjamin, Wes",19930726,188,95,Left,Right,X,,
KT,KT_WIZ,MIN_KTW,50094,50094,서경찬,P,99,"Seo, Kyeong Chan",20010308,188,96,Right,Right,X,,
KT,KT_WIZ,MIN_KTW,50030,50030,소형준,P,30,"So, Hyeong Jun",20010916,189,92,Right,Right,X,,
KT,KT_WIZ,MIN_KTW,69041,69041,손동현,P,41,"Son, Dong Hyun",20010123,183,88,Right,Right,O,,team change
KT,KT_WIZ,MIN_KTW,53057,53057,손민석,IF,57,"Son, Min Seok",20040621,177,70,Right,Left,O,X,
KT,KT_WIZ,MIN_KTW,64012,64012,송민섭,OF,12,"Song, Min Sub",19910802,177,80,Right,Right,X,,
KT,KT_WIZ,MIN_KTW,53040,676641,슐서,P,40,"Sulser, Beau",19940505,188,88,Right,Right,O,X,
KT,KT_WIZ,MIN_KTW,68067,68067,신병률,P,15,"Shin, Byung Ryul",19960130,175,83,Right,Right,X,,
KT,KT_WIZ,MIN_KTW,62556,62556,신본기,IF,56,"Shin, Bon Ki",19890321,179,88,Right,Right,X,,
KT,KT_WIZ,MIN_KTW,64017,64017,심재민,P,34,"Shim, Jae Min",19940218,182,92,Left,Right,X,,
KT,KT_WIZ,MIN_KTW,67006,67006,안치영,OF,8,"An, Chi Young",19980529,176,72,Right,Left,X,,
KT,KT_WIZ,MIN_KTW,52009,546990,알포드,OF,25,"Alford, Anthony",19940720,185,95,Right,Right,X,,
KT,KT_WIZ,MIN_KTW,68002,68002,양승혁,IF,2,"Yang, Seung Hyuk",19990929,173,68,Right,Left,X,,
KT,KT_WIZ,MIN_KTW,65056,65056,엄상백,P,18,"Um, Sang Back",19961004,187,72,Right,Right,X,,
KT,KT_WIZ,MIN_KTW,64504,64504,오윤석,IF,4,"Oh, Yoon Suk",19920224,180,87,Right,Right,X,,
KT,KT_WIZ,MIN_KTW,52006,52006,우종휘,P,111,"Woo, Jong Hwi",20031215,187,90,Left,Left,X,,
KT,KT_WIZ,MIN_KTW,68093,68093,윤강찬,P,65,"Yoon, Kang Chan",19980424,185,72,Right,Right,X,,
KT,KT_WIZ,MIN_KTW,53009,53009,이동관,IF,109,"Lee, Dong Kwan",19990810,174,65,Right,Right,O,X,
KT,KT_WIZ,MIN_KTW,52063,52063,이상우,P,21,"Lee, Sang Woo",20031014,190,95,Right,Right,X,,
KT,KT_WIZ,MIN_KTW,60566,60566,이상호,IF,16,"Lee, Sang Ho",19890205,180,82,Right,Right,O,,team change
KT,KT_WIZ,MIN_KTW,69068,69068,이선우,P,68,"Lee, Sun Woo",20000919,186,90,Right,Right,O,X,
KT,KT_WIZ,MIN_KTW,66702,66702,이시원,OF,13,"Lee, Si Won",19960724,178,72,Left,Left,X,,
KT,KT_WIZ,MIN_KTW,67048,67048,이정현,P,51,"Lee, Jung Hyun",19971205,188,93,Right,Right,X,,
KT,KT_WIZ,MIN_KTW,69035,69035,이정훈,P,102,"Lee, Jeong Hun",20000908,183,80,Left,Left,X,,
KT,KT_WIZ,MIN_KTW,67066,67066,이종혁,P,66,"Lee, Jong Hyeok",19970529,190,86,Right,Right,X,,
KT,KT_WIZ,MIN_KTW,53005,53005,이준명,P,105,"Lee, Jun Myung",20021218,193,100,Right,Right,O,X,
KT,KT_WIZ,MIN_KTW,53001,53001,이준희,C,101,"Lee, Jun Hee",20040106,183,85,Right,Right,O,X,
KT,KT_WIZ,MIN_KTW,68896,68896,이채호,P,17,"Lee, Chae Ho",19981123,185,85,Right,Right,X,,
KT,KT_WIZ,MIN_KTW,78548,78548,장성우,C,22,"Jang, Sung Woo",19900117,187,100,Right,Right,X,,
KT,KT_WIZ,MIN_KTW,64115,64115,장준원,IF,3,"Jang, Jun Won",19951121,183,77,Right,Right,X,,
KT,KT_WIZ,MIN_KTW,69047,69047,전용주,P,64,"Jeon, Yong Ju",20000212,188,87,Left,Left,X,,
KT,KT_WIZ,MIN_KTW,53008,53008,정우성,C,108,"Jung, Woo Sung",20020411,183,88,Right,Right,O,X,
KT,KT_WIZ,MIN_KTW,52007,52007,정정우,P,93,"Jung, Jung Woo",20040113,185,83,Right,Switch,X,,
KT,KT_WIZ,MIN_KTW,53058,53058,정준영,OF,58,"Jeong, Jun Young",20040126,173,73,Left,Left,O,X,
KT,KT_WIZ,MIN_KTW,53004,53004,정진호,P,104,"Jung, Jin Ho",20040920,181,79,Right,Right,O,X,
KT,KT_WIZ,MIN_KTW,68089,68089,조대현,C,42,"Cho, Dae Hyun",19990806,183,81,Right,Right,X,,
KT,KT_WIZ,MIN_KTW,67045,67045,조병욱,P,39,"Jo, Byeong Uk",19980608,185,95,Right,Right,X,,
KT,KT_WIZ,MIN_KTW,64868,64868,조용호,OF,23,"Cho, Yong Ho",19890909,170,75,Right,Left,X,,
KT,KT_WIZ,MIN_KTW,64768,64768,조이현,P,54,"Jo, Yi Hyun",19950627,185,95,Right,Left,O,,team change
KT,KT_WIZ,MIN_KTW,64047,64047,조현우,P,59,"Jo, Hyun Woo",19940330,182,79,Left,Left,X,,
KT,KT_WIZ,MIN_KTW,65060,65060,주권,P,38,"Ju, Kwon",19950531,181,82,Right,Right,X,,
KT,KT_WIZ,MIN_KTW,69093,69093,지강혁,IF,94,"Ji, Kang Hyuk",20000814,181,80,Right,Left,X,,
KT,KT_WIZ,MIN_KTW,52008,52008,최동희,OF,61,"Choi, Dong Hee",20030726,184,80,Right,Right,X,,
KT,KT_WIZ,MIN_KTW,51007,51007,최성민,OF,69,"Choi, Seong Min",20020705,179,84,Left,Left,X,,
KT,KT_WIZ,MIN_KTW,53010,53010,최정태,OF,110,"Choi, Jung Tae",19990910,183,93,Right,Right,O,X,
KT,KT_WIZ,MIN_KTW,78517,78517,하준호,P,28,"Ha, Jun Ho",19890429,174,78,Left,Left,X,,
KT,KT_WIZ,MIN_KTW,50096,50096,한지용,C,95,"Han, Ji Yong",20010720,184,90,Right,Left,X,,
KT,KT_WIZ,MIN_KTW,67005,67005,홍현빈,OF,31,"Hong, Hyeon Bin",19970829,174,70,Right,Left,X,,
KT,KT_WIZ,MIN_KTW,53003,53003,황의준,OF,103,"Hwang, Eui Jun",20020406,185,95,Right,Left,O,X,
KT,KT_WIZ,MIN_KTW,76313,76313,황재균,IF,10,"Hwang, Jae Gyun",19870728,183,96,Right,Right,X,,
LG,LG_TWI,MIN_LGT,53103,53103,강민균,IF,117,"Kang, Min Kyun",20000717,178,81,Right,Right,O,X,
LG,LG_TWI,MIN_LGT,51143,51143,강효종,P,59,"Kang, Hyo Jong",20021014,184,86,Right,Right,X,,
LG,LG_TWI,MIN_LGT,67119,67119,고우석,P,19,"Go, Woo Suk",19980806,182,90,Right,Right,X,,
LG,LG_TWI,MIN_LGT,53104,53104,곽민호,IF,116,"Kwak, Min Ho",20041223,184,90,Right,Right,O,X,
LG,LG_TWI,MIN_LGT,53168,53168,권동혁,OF,68,"Kwon, Dong Hyeok",20030320,194,97,Right,Right,O,X,
LG,LG_TWI,MIN_LGT,66112,66112,김기연,C,12,"Kim, Ki Yeon",19970907,178,95,Right,Right,X,,
LG,LG_TWI,MIN_LGT,51109,51109,김단우,P,109,"Kim, Dan Woo",20010105,188,96,Right,Right,X,,
LG,LG_TWI,MIN_LGT,66145,66145,김대현,P,34,"Kim, Dae Hyun",19970308,188,100,Right,Right,O,X,
LG,LG_TWI,MIN_LGT,53164,53164,김동규,P,64,"Kim, Dong Kyu",20040709,195,100,Right,Right,O,X,
LG,LG_TWI,MIN_LGT,77564,77564,김민성,IF,16,"Kim, Min Sung",19881217,181,94,Right,Right,X,,
LG,LG_TWI,MIN_LGT,53144,53144,김범석,C,44,"Kim, Beom Seok",20040521,178,95,Right,Right,O,X,
LG,LG_TWI,MIN_LGT,52105,52105,김성우,C,105,"Kim, Sung Woo",20031115,180,85,Right,Right,X,,
LG,LG_TWI,MIN_LGT,69105,69105,김성진,C,114,"Kim, Sung Jin",20000317,183,100,Right,Right,X,,
LG,LG_TWI,MIN_LGT,67169,67169,김성협,IF,102,"Kim, Seong Hyup",19990129,187,88,Left,Left,X,,
LG,LG_TWI,MIN_LGT,68130,68130,김영준,P,35,"Kim, Young Jun",19990112,185,89,Right,Right,X,,
LG,LG_TWI,MIN_LGT,64596,64596,김유영,P,0,"Kim, Yu Yeong",19940502,180,83,Left,Left,O,,team change
LG,LG_TWI,MIN_LGT,50157,50157,김윤식,P,47,"Kim, Yun Sik",20000403,181,83,Left,Left,X,,
LG,LG_TWI,MIN_LGT,68109,68109,김의준,P,115,"Kim, Eui Jun",19991016,183,80,Right,Right,X,,
LG,LG_TWI,MIN_LGT,66162,66162,김주성,IF,5,"Kim, Ju Sung",19980130,180,81,Right,Right,X,,
LG,LG_TWI,MIN_LGT,52140,52140,김주완,P,40,"Kim, Ju Wan",20030827,189,96,Left,Left,X,,
LG,LG_TWI,MIN_LGT,75867,75867,김진성,P,42,"Kim, Jin Sung",19850307,186,92,Right,Right,X,,
LG,LG_TWI,MIN_LGT,67122,67122,김태형,P,110,"Kim, Tae Hyoung",19980917,190,98,Left,Left,X,,
LG,LG_TWI,MIN_LGT,76290,76290,김현수,OF,22,"Kim, Hyun Soo",19880112,188,100,Right,Left,X,,
LG,LG_TWI,MIN_LGT,69102,69102,문보경,IF,2,"Moon, Bo Gyeong",20000719,182,89,Right,Left,X,,
LG,LG_TWI,MIN_LGT,68119,68119,문성주,OF,8,"Moon, Sung Ju",19970220,175,78,Left,Left,X,,
LG,LG_TWI,MIN_LGT,79365,79365,박동원,C,27,"Park, Dong Won",19900407,178,92,Right,Right,O,,team change
LG,LG_TWI,MIN_LGT,53139,53139,박명근,P,39,"Park, Myung Geun",20040327,174,75,Right,Right,O,X,
LG,LG_TWI,MIN_LGT,62415,62415,박해민,OF,17,"Park, Hae Min",19900224,180,75,Right,Left,X,,
LG,LG_TWI,MIN_LGT,63145,63145,배재준,P,36,"Bae, Jae June",19941124,188,80,Right,Right,X,,
LG,LG_TWI,MIN_LGT,65109,65109,백승현,P,61,"Baek, Seung Hyeon",19950526,183,78,Right,Right,X,,
LG,LG_TWI,MIN_LGT,78168,78168,서건창,IF,14,"Seo, Geon Chang",19890822,176,84,Right,Left,X,,
LG,LG_TWI,MIN_LGT,68159,68159,성동현,P,58,"Sung, Dong Hyun",19990518,189,108,Right,Right,X,,
LG,LG_TWI,MIN_LGT,50109,50109,성재헌,P,125,"Sung, Jae Heon",19971222,175,82,Left,Left,X,,
LG,LG_TWI,MIN_LGT,67143,67143,손주영,P,29,"Son, Ju Young",19981202,191,95,Left,Left,X,,
LG,LG_TWI,MIN_LGT,50150,50150,손호영,IF,24,"Son, Ho Young",19940823,182,88,Right,Right,X,,
LG,LG_TWI,MIN_LGT,53105,53105,송대현,IF,112,"Song, Dae Hyun",20000203,180,82,Right,Right,O,X,
LG,LG_TWI,MIN_LGT,51111,51111,송승기,P,48,"Song, Seung Ki",20020410,181,90,Left,Left,X,,
LG,LG_TWI,MIN_LGT,73801,73801,송은범,P,46,"Song, Eun Beom",19840317,182,93,Right,Right,X,,
LG,LG_TWI,MIN_LGT,68110,68110,송찬의,IF,66,"Song, Chan Eui",19990220,182,77,Right,Right,X,,
LG,LG_TWI,MIN_LGT,65207,65207,신민재,OF,4,"Shin, Min Jae",19960121,171,67,Right,Left,X,,
LG,LG_TWI,MIN_LGT,65115,65115,안익훈,OF,15,"An, Ik Hun",19960212,176,70,Left,Left,X,,
LG,LG_TWI,MIN_LGT,52123,52123,양진혁,P,123,"Yang, Jin Hyuk",20030620,190,90,Right,Right,X,,
LG,LG_TWI,MIN_LGT,52124,52124,엄태경,IF,124,"Um, Tae Kyung",20030503,184,83,Right,Right,X,,
LG,LG_TWI,MIN_LGT,67116,67116,오석주,P,104,"Oh, Seok Joo",19980414,181,74,Right,Right,X,,
LG,LG_TWI,MIN_LGT,53123,621573,오스틴,OF,23,"Dean, Austin",19931014,183,97,Right,Right,O,X,
LG,LG_TWI,MIN_LGT,79109,79109,오지환,IF,10,"Oh, Ji Hwan",19900312,186,80,Right,Left,X,,
LG,LG_TWI,MIN_LGT,53101,53101,원상훈,P,107,"Won, Sang Hoon",20041023,192,95,Left,Left,O,X,
LG,LG_TWI,MIN_LGT,50106,50106,유영찬,P,54,"Yoo, Young Chan",19970307,185,90,Right,Right,X,,
LG,LG_TWI,MIN_LGT,63961,63961,윤호솔,P,28,"Yoon, Ho Sol",19940715,183,99,Right,Right,O,,team change
LG,LG_TWI,MIN_LGT,50126,50126,이민호,P,26,"Lee, Min Ho",20010830,189,93,Right,Right,X,,
LG,LG_TWI,MIN_LGT,65117,65117,이상규,P,101,"Lee, Sang Kyu",19961020,185,77,Right,Right,X,,
LG,LG_TWI,MIN_LGT,61145,61145,이우찬,P,37,"Lee, Woo Chan",19920804,183,88,Left,Left,X,,
LG,LG_TWI,MIN_LGT,68106,68106,이재원,IF,52,"Lee, Jae Won",19990717,192,100,Right,Right,X,,
LG,LG_TWI,MIN_LGT,69134,69134,이정용,P,31,"Yi, Jung Yong",19960326,186,85,Right,Right,X,,
LG,LG_TWI,MIN_LGT,53160,53160,이준서,OF,60,"Lee, Jun Seo",20041118,187,85,Left,Left,O,X,
LG,LG_TWI,MIN_LGT,69108,69108,이지강,P,50,"Lee, Ji Gang",19990702,183,85,Right,Right,X,,
LG,LG_TWI,MIN_LGT,67164,67164,이찬혁,P,100,"Lee, Chan Hyuk",19980819,187,90,Right,Right,X,,
LG,LG_TWI,MIN_LGT,61186,61186,이천웅,OF,32,"Lee, Chun Woong",19881020,182,90,Left,Left,X,,
LG,LG_TWI,MIN_LGT,53106,53106,이철민,IF,113,"Lee, Chul Min",20040222,177,95,Left,Left,O,X,
LG,LG_TWI,MIN_LGT,53100,53100,임정균,P,108,"Im, Jung Kyun",20040510,190,92,Right,Right,O,X,
LG,LG_TWI,MIN_LGT,61891,61891,임정우,P,20,"Lim, Jung Woo",19910402,183,77,Right,Right,X,,
LG,LG_TWI,MIN_LGT,61101,61101,임찬규,P,1,"Im, Chan Kyu",19921120,185,80,Right,Right,X,,
LG,LG_TWI,MIN_LGT,67123,67123,전준호,C,103,"Jeon, Jun Ho",19980701,181,80,Right,Right,X,,
LG,LG_TWI,MIN_LGT,69159,69159,정우영,P,18,"Jung, Woo Young",19990819,193,85,Right,Right,X,,
LG,LG_TWI,MIN_LGT,79150,79150,정주현,IF,7,"Jung, Ju Hyeon",19901013,176,76,Right,Right,X,,
LG,LG_TWI,MIN_LGT,52149,52149,조원태,P,49,"Jo, Won Tae",20030510,186,92,Left,Left,X,,
LG,LG_TWI,MIN_LGT,76650,76650,진해수,P,21,"Jin, Hae Soo",19860626,187,85,Left,Left,X,,
LG,LG_TWI,MIN_LGT,65241,65241,채지선,P,43,"Chae, Ji Seon",19950711,180,70,Right,Left,X,,
LG,LG_TWI,MIN_LGT,79140,79140,최동환,P,13,"Choi, Dong Hwan",19890919,184,83,Right,Right,X,,
LG,LG_TWI,MIN_LGT,65157,65157,최민창,OF,38,"Choi, Min Chang",19960416,179,76,Left,Left,X,,
LG,LG_TWI,MIN_LGT,62146,62146,최성훈,P,56,"Choi, Sung Hoon",19891011,178,75,Left,Left,X,,
LG,LG_TWI,MIN_LGT,68100,68100,최현준,IF,67,"Choi, Hyun Jun",19990405,178,73,Right,Left,X,,
LG,LG_TWI,MIN_LGT,69103,543391,켈리,P,3,"Kelly, Casey",19891004,191,98,Right,Right,X,,
LG,LG_TWI,MIN_LGT,52145,592644,플럿코,P,45,"Plutko, Adam",19911003,190,95,Right,Right,X,,
LG,LG_TWI,MIN_LGT,63248,63248,함덕주,P,11,"Ham, Deok Ju",19950113,181,78,Left,Left,X,,
