team,team_tm_major,team_tm_minor,KBO_ID,TM_ID,NAME,POS,BackNum,engName,Birthday,Height,Weight,PitcherThrows,BatterSide
SSG,SSG_LAN,MIN_SSG,53893,53893,김민준,IF,4,"Kim, Min Jun",20040320,181,78,Right,Right
SSG,SSG_LAN,MIN_SSG,50848,50848,김성민,IF,53,"Kim, Seong Min",20010430,184,88,Right,Right
SSG,SSG_LAN,MIN_SSG,76802,76802,김성현,IF,6,"Kim, Sung Hyun",19870309,172,72,Right,Right
SSG,SSG_LAN,MIN_SSG,53865,53865,김정민,OF,65,"Kim, Jeong Min",20040307,180,75,Left,Left
SSG,SSG_LAN,MIN_SSG,65411,65411,김주온,P,25,"Kim, Joo On",19961208,187,89,Right,Right
SSG,SSG_LAN,MIN_SSG,54811,54811,김지현,C,44,"Kim, Ji Hyun",19981004,184,95,Right,Right
SSG,SSG_LAN,MIN_SSG,66917,66917,김찬형,IF,5,"Kim, Chan Hyung",19971229,182,83,Right,Right
SSG,SSG_LAN,MIN_SSG,69825,69825,김창평,OF,64,"Kim, Chang Pyeong",20000614,185,85,Right,Left
SSG,SSG_LAN,MIN_SSG,52803,52803,김태윤,IF,36,"Kim, Tae Yoon",20030228,170,65,Right,Left
SSG,SSG_LAN,MIN_SSG,73211,73211,노경은,P,38,"Noh, Kyung Eun",19840311,187,100,Right,Right
SSG,SSG_LAN,MIN_SSG,54804,667498,더거,P,33,"Dugger, Robert",19950703,183,83,Right,Right
SSG,SSG_LAN,MIN_SSG,53806,53806,류현곤,P,43,"Ryu, Hyun Gon",20041110,178,78,Right,Right
SSG,SSG_LAN,MIN_SSG,50868,50868,류효승,OF,63,"Ryu, Hyo Seung",19960716,190,100,Right,Right
SSG,SSG_LAN,MIN_SSG,62869,62869,문승원,P,42,"Moon, Seung Won",19891128,180,88,Right,Right
SSG,SSG_LAN,MIN_SSG,54802,54802,박기호,P,90,"Park, Ki Ho",20050726,184,80,Right,Right
SSG,SSG_LAN,MIN_SSG,64944,64944,박대온,C,30,"Park, Dae On",19950828,182,85,Right,Right
SSG,SSG_LAN,MIN_SSG,64893,64893,박민호,P,41,"Park, Min Ho",19920225,185,95,Right,Right
SSG,SSG_LAN,MIN_SSG,54807,54807,박성빈,P,0,"Park, Sung Bin",20031229,187,92,Right,Right
SSG,SSG_LAN,MIN_SSG,67893,67893,박성한,IF,2,"Park, Seong Han",19980330,180,77,Right,Left
SSG,SSG_LAN,MIN_SSG,53800,53800,박세직,OF,9,"Park, Se Jik",20040730,182,77,Left,Left
SSG,SSG_LAN,MIN_SSG,50812,50812,박시후,P,57,"Park, Si Hoo",20010510,182,88,Left,Left
SSG,SSG_LAN,MIN_SSG,51860,51860,박정빈,OF,58,"Park, Jung Bin",20020614,182,80,Right,Right
SSG,SSG_LAN,MIN_SSG,60841,60841,박종훈,P,50,"Park, Jong Hun",19910813,186,90,Right,Right
SSG,SSG_LAN,MIN_SSG,54805,54805,박지환,IF,93,"Park, Ji Hwan",20050712,183,75,Right,Right
SSG,SSG_LAN,MIN_SSG,69839,69839,백승건,P,11,"Baek, Seung Geon",20001029,183,85,Left,Left
SSG,SSG_LAN,MIN_SSG,54814,54814,백준서,OF,1,"Baek, Jun Seo",20050926,181,89,Right,Right
SSG,SSG_LAN,MIN_SSG,54808,54808,변건우,P,4,"Byun, Gun Woo",20050715,181,80,Right,Right
SSG,SSG_LAN,MIN_SSG,69803,69803,서상준,P,61,"Seo, Sang Jun",20000114,193,108,Right,Left
SSG,SSG_LAN,MIN_SSG,61895,61895,서진용,P,22,"Seo, Jin Yong",19921002,184,88,Right,Right
SSG,SSG_LAN,MIN_SSG,53898,53898,송영진,P,28,"Song, Young Jin",20040528,185,90,Right,Switch
SSG,SSG_LAN,MIN_SSG,66662,66662,신범수,C,40,"Shin, Beom Soo",19980125,177,83,Right,Left
SSG,SSG_LAN,MIN_SSG,52873,52873,신헌민,P,32,"Shin, Heon Min",20020719,187,88,Right,Right
SSG,SSG_LAN,MIN_SSG,66864,66864,안상현,IF,10,"An, Sang Hyun",19970127,178,74,Right,Right
SSG,SSG_LAN,MIN_SSG,53897,53897,안현서,P,48,"An, Hyun Seo",20041016,185,83,Left,Left
SSG,SSG_LAN,MIN_SSG,53827,628338,에레디아,OF,27,"Heredia, Guillermo",19910131,178,88,Left,Right
SSG,SSG_LAN,MIN_SSG,53825,606273,엘리아스,P,55,"Elias, Roenis",19880801,185,92,Left,Left
SSG,SSG_LAN,MIN_SSG,50859,50859,오원석,P,47,"Oh, Won Seok",20010423,182,80,Left,Left
SSG,SSG_LAN,MIN_SSG,60558,60558,오태곤,OF,37,"Oh, Tae Gon",19911118,186,88,Right,Right
SSG,SSG_LAN,MIN_SSG,68801,68801,유호식,P,45,"Yu, Ho Sik",19990511,190,104,Right,Right
SSG,SSG_LAN,MIN_SSG,54809,54809,윤성보,P,3,"Yoon, Sung Bo",20020912,180,85,Right,Right
SSG,SSG_LAN,MIN_SSG,64861,64861,이건욱,P,16,"Lee, Geun Wook",19950213,182,85,Right,Right
SSG,SSG_LAN,MIN_SSG,52868,52868,이기순,P,39,"Lee, Ki Soon",20030514,174,74,Left,Left
SSG,SSG_LAN,MIN_SSG,53892,53892,이로운,P,92,"Lee, Ro Un",20040911,185,105,Right,Right
SSG,SSG_LAN,MIN_SSG,54806,54806,이승민,OF,97,"Lee, Seung Min",20050106,187,90,Left,Left
SSG,SSG_LAN,MIN_SSG,53809,53809,이승훈,P,46,"Lee, Seung Hoon",20040812,186,81,Right,Right
SSG,SSG_LAN,MIN_SSG,67807,67807,이정범,OF,31,"Lee, Jeong Beom",19980410,178,88,Left,Left
SSG,SSG_LAN,MIN_SSG,79456,79456,이지영,C,59,"Lee, Ji Young",19860227,177,88,Right,Right
SSG,SSG_LAN,MIN_SSG,67164,67164,이찬혁,P,8,"Lee, Chan Hyuk",19980819,187,90,Right,Right
SSG,SSG_LAN,MIN_SSG,68869,68869,전경원,C,12,"Jun, Gyeong Won",19990318,184,95,Right,Right
SSG,SSG_LAN,MIN_SSG,50820,50820,전의산,IF,56,"Jeon, Ui San",20001125,188,98,Right,Left
SSG,SSG_LAN,MIN_SSG,66858,66858,정동윤,P,51,"Chung, Dong Yoon",19971022,193,103,Right,Left
SSG,SSG_LAN,MIN_SSG,65058,65058,정성곤,P,1,"Jung, Sung Gon",19960710,181,80,Left,Left
SSG,SSG_LAN,MIN_SSG,54812,54812,정준재,IF,95,"Jung, Jun Jae",20030103,165,68,Right,Left
SSG,SSG_LAN,MIN_SSG,54815,54815,정현승,OF,96,"Jung, Hyun Seung",20011024,180,80,Left,Left
SSG,SSG_LAN,MIN_SSG,51897,51897,조병현,P,19,"Jo, Byeong Hyeon",20020508,182,90,Right,Right
SSG,SSG_LAN,MIN_SSG,51865,51865,조형우,C,20,"Cho, Hyeong Woo",20020404,187,95,Right,Right
SSG,SSG_LAN,MIN_SSG,69804,69804,채현우,OF,60,"Chae, Hyun Woo",19951121,182,80,Right,Right
SSG,SSG_LAN,MIN_SSG,69802,69802,최경모,IF,52,"Choi, Kyeung Mo",19960617,168,73,Right,Right
SSG,SSG_LAN,MIN_SSG,68856,68856,최민준,P,67,"Choi, Min Jun",19990611,178,83,Right,Right
SSG,SSG_LAN,MIN_SSG,65157,65157,최민창,OF,69,"Choi, Min Chang",19960416,179,76,Left,Left
SSG,SSG_LAN,MIN_SSG,68805,68805,최상민,OF,23,"Choi, Sang Min",19990820,178,75,Left,Left
SSG,SSG_LAN,MIN_SSG,69893,69893,최수호,P,62,"Choi, Soo Ho",20000719,183,78,Right,Right
SSG,SSG_LAN,MIN_SSG,52805,52805,최유빈,IF,3,"Choi, Yu Bin",20030505,183,83,Right,Right
SSG,SSG_LAN,MIN_SSG,75847,75847,최정,IF,14,"Choi, Jeong",19870228,180,90,Right,Right
SSG,SSG_LAN,MIN_SSG,68868,68868,최준우,IF,7,"Choi, Jun Woo",19990325,176,78,Right,Left
SSG,SSG_LAN,MIN_SSG,50854,50854,최지훈,OF,54,"Choi, Ji Hoon",19970723,178,82,Right,Left
SSG,SSG_LAN,MIN_SSG,54803,54803,최현석,P,94,"Choi, Hyun Seok",20031016,185,90,Right,Right
SSG,SSG_LAN,MIN_SSG,51817,425783,추신수,OF,17,"Choo, Shin-Soo",19820713,180,97,Left,Left
SSG,SSG_LAN,MIN_SSG,69813,69813,하재훈,OF,13,"Ha, Jae Hoon",19901029,182,90,Right,Right
SSG,SSG_LAN,MIN_SSG,68092,68092,한두솔,P,34,"Han, Doo Sol",19970115,177,86,Left,Left
SSG,SSG_LAN,MIN_SSG,62895,62895,한유섬,OF,35,"Han, Yoo Seom",19890809,190,105,Right,Left
SSG,SSG_LAN,MIN_SSG,69801,69801,허민혁,P,21,"Heo, Min Hyeok",19990820,188,90,Right,Right
SSG,SSG_LAN,MIN_SSG,54813,54813,허진,IF,7,"Heo, Jin",20010616,175,78,Right,Left
SSG,SSG_LAN,MIN_SSG,50840,50840,현원회,C,8,"Hyun, Won Hoe",20010708,180,95,Right,Right
두산,DOO_BEA,MIN_DOO,63123,63123,강승호,IF,23,"Kang, Seung Ho",19940209,178,88,Right,Right
두산,DOO_BEA,MIN_DOO,54268,54268,강태완,OF,68,"Kang, Tae Wan",20040917,186,88,Left,Left
두산,DOO_BEA,MIN_DOO,51269,51269,강현구,OF,60,"Kang, Hyun Gu",20020616,186,98,Right,Right
두산,DOO_BEA,MIN_DOO,68220,68220,곽빈,P,47,"Gwak, Been",19990528,187,95,Right,Right
두산,DOO_BEA,MIN_DOO,68204,68204,권민석,IF,34,"Kwon, Min Seok",19990220,184,74,Right,Right
두산,DOO_BEA,MIN_DOO,77263,77263,김강률,P,27,"Kim, Kang Ryul",19880828,187,95,Right,Right
두산,DOO_BEA,MIN_DOO,66112,66112,김기연,C,45,"Kim, Ki Yeon",19970907,178,106,Right,Right
두산,DOO_BEA,MIN_DOO,69238,69238,김대한,OF,37,"Kim, Dae Han",20001206,185,83,Right,Right
두산,DOO_BEA,MIN_DOO,51230,51230,김동주,P,41,"Kim, Dong Ju",20020214,190,90,Right,Right
두산,DOO_BEA,MIN_DOO,67246,67246,김명신,P,46,"Kim, Myeong Sin",19931129,178,90,Right,Right
두산,DOO_BEA,MIN_DOO,54215,54215,김무빈,P,115,"Kim, Moo Bin",20050411,181,85,Left,Left
두산,DOO_BEA,MIN_DOO,53205,53205,김문수,OF,102,"Kim, Moon Soo",20040329,188,94,Right,Left
두산,DOO_BEA,MIN_DOO,68200,68200,김민규,P,19,"Kim, Min Gyu",19990507,183,90,Right,Left
두산,DOO_BEA,MIN_DOO,65269,65269,김민혁,IF,10,"Kim, Min Hyeok",19960503,188,100,Right,Right
두산,DOO_BEA,MIN_DOO,53262,53262,김유성,P,62,"Kim, Yu Seong",20020101,190,98,Right,Right
두산,DOO_BEA,MIN_DOO,63257,63257,김인태,OF,33,"Kim, In Tae",19940703,178,78,Left,Left
두산,DOO_BEA,MIN_DOO,74206,74206,김재호,IF,52,"Kim, Jae Ho",19850321,181,75,Right,Right
두산,DOO_BEA,MIN_DOO,78224,78224,김재환,OF,32,"Kim, Jae Hwan",19880922,183,90,Right,Left
두산,DOO_BEA,MIN_DOO,68830,68830,김정우,P,30,"Kim, Jeong Woo",19990515,183,87,Right,Right
두산,DOO_BEA,MIN_DOO,69207,69207,김태근,OF,8,"Kim, Tae Keun",19960810,175,74,Right,Right
두산,DOO_BEA,MIN_DOO,54217,54217,김태완,P,117,"Kim, Tae Wan",20050329,184,87,Right,Right
두산,DOO_BEA,MIN_DOO,54263,54263,김택연,P,63,"Kim, Taek Yeon",20050603,181,88,Right,Right
두산,DOO_BEA,MIN_DOO,68269,68269,김호준,P,56,"Kim, Ho Jun",19980517,180,82,Left,Left
두산,DOO_BEA,MIN_DOO,53201,53201,남율,P,107,"Nam, Yul",20040408,183,76,Right,Right
두산,DOO_BEA,MIN_DOO,52025,592656,라모스,OF,4,"Ramos, Henry",19920415,183,97,Right,Switch
두산,DOO_BEA,MIN_DOO,54219,54219,류현준,C,119,"Ryu, Hyun Jun",20050325,182,92,Right,Right
두산,DOO_BEA,MIN_DOO,67259,67259,문원,P,100,"Moon, Won",19980822,187,91,Right,Right
두산,DOO_BEA,MIN_DOO,64468,64468,박계범,IF,14,"Park, Gye Beom",19960111,177,84,Right,Right
두산,DOO_BEA,MIN_DOO,53204,53204,박민준,C,105,"Park, Min Jun",20021021,183,95,Right,Right
두산,DOO_BEA,MIN_DOO,63292,63292,박소준,P,18,"Park, So Jun",19950121,177,68,Right,Right
두산,DOO_BEA,MIN_DOO,68249,68249,박신지,P,49,"Park, Shin Zi",19990716,185,75,Right,Right
두산,DOO_BEA,MIN_DOO,65639,65639,박정수,P,12,"Park, Jung Soo",19960129,178,74,Right,Left
두산,DOO_BEA,MIN_DOO,66928,66928,박준영,IF,9,"Park, Jun Young",19970805,180,90,Right,Right
두산,DOO_BEA,MIN_DOO,54213,54213,박지호,P,113,"Park, Ji Ho",20030702,181,99,Left,Left
두산,DOO_BEA,MIN_DOO,50204,50204,박지훈,IF,2,"Park, Ji Hoon",20000907,183,80,Right,Right
두산,DOO_BEA,MIN_DOO,67266,67266,박치국,P,1,"Park, Chi Guk",19980310,177,78,Right,Right
두산,DOO_BEA,MIN_DOO,68207,68207,배창현,P,111,"Bae, Chang Hyun",19981209,183,78,Left,Left
두산,DOO_BEA,MIN_DOO,53298,53298,백승우,P,69,"Baek, Seung Woo",20000104,183,95,Left,Left
두산,DOO_BEA,MIN_DOO,52257,663399,브랜든,P,48,"Waddell, Brandon",19940603,190,81,Left,Left
두산,DOO_BEA,MIN_DOO,66203,66203,서예일,IF,16,"Seo, Ye Il",19930619,178,83,Right,Right
두산,DOO_BEA,MIN_DOO,54216,54216,손율기,OF,116,"Son, Yul Ki",20050611,180,100,Right,Left
두산,DOO_BEA,MIN_DOO,64011,64011,안승한,C,20,"Ahn, Seung Han",19920125,176,98,Right,Right
두산,DOO_BEA,MIN_DOO,69045,593417,알칸타라,P,43,"Alcantara, Raul",19921204,193,100,Right,Right
두산,DOO_BEA,MIN_DOO,64153,64153,양석환,IF,53,"Yang, Suk Hwan",19910715,185,90,Right,Right
두산,DOO_BEA,MIN_DOO,76232,76232,양의지,C,25,"Yang, Eui Ji",19870605,180,95,Right,Right
두산,DOO_BEA,MIN_DOO,50293,50293,양찬열,OF,57,"Yang, Chan Yeol",19970525,179,84,Right,Left
두산,DOO_BEA,MIN_DOO,51200,51200,양현진,OF,109,"Yang, Hyeon Jin",20020103,191,86,Right,Right
두산,DOO_BEA,MIN_DOO,54205,54205,여동건,IF,5,"Yeo, Tong Keon",20050804,175,75,Right,Right
두산,DOO_BEA,MIN_DOO,50208,50208,오명진,IF,6,"Oh, Myeong Jin",20010904,179,79,Right,Left
두산,DOO_BEA,MIN_DOO,53296,53296,윤준호,C,67,"Yun, Jun Ho",20001114,179,90,Right,Right
두산,DOO_BEA,MIN_DOO,69205,69205,이교훈,P,99,"Lee, Kyo Hoon",20000529,181,83,Left,Left
두산,DOO_BEA,MIN_DOO,69206,69206,이민혁,P,112,"Lee, Min Hyuk",19980413,185,94,Right,Right
두산,DOO_BEA,MIN_DOO,52204,52204,이병헌,P,29,"Lee, Byung Heon",20030604,183,95,Left,Left
두산,DOO_BEA,MIN_DOO,51296,51296,이상연,P,103,"Lee, Sang Yeon",20010810,195,103,Right,Right
두산,DOO_BEA,MIN_DOO,64805,64805,이승진,P,55,"Lee, Seung Jin",19950107,186,86,Right,Right
두산,DOO_BEA,MIN_DOO,66291,66291,이영하,P,50,"Lee, Young Ha",19971101,192,91,Right,Right
두산,DOO_BEA,MIN_DOO,52295,52295,이원재,P,64,"Lee, Won Jae",20030507,187,98,Left,Left
두산,DOO_BEA,MIN_DOO,67207,67207,이유찬,IF,7,"Lee, Yu Chan",19980805,175,68,Right,Right
두산,DOO_BEA,MIN_DOO,50262,50262,이주엽,P,106,"Lee, Ju Yeop",20010326,188,90,Right,Right
두산,DOO_BEA,MIN_DOO,53293,53293,임서준,IF,93,"Im, Seo Jun",20040711,185,85,Right,Left
두산,DOO_BEA,MIN_DOO,54236,54236,임종성,IF,36,"Im, Jong Sung",20050303,183,90,Right,Right
두산,DOO_BEA,MIN_DOO,50244,50244,장규빈,C,101,"Chang, Kyu Bin",20010421,186,98,Right,Right
두산,DOO_BEA,MIN_DOO,63202,63202,장승현,C,22,"Jang, Seung Hyun",19940307,184,86,Right,Right
두산,DOO_BEA,MIN_DOO,54214,54214,전다민,OF,114,"Jeon, Da Min",20010821,177,75,Right,Left
두산,DOO_BEA,MIN_DOO,68205,68205,전민재,IF,15,"Jeon, Min Jae",19990630,181,73,Right,Right
두산,DOO_BEA,MIN_DOO,69211,69211,전형근,P,35,"Jeon, Hyeung Geun",20000517,183,80,Right,Right
두산,DOO_BEA,MIN_DOO,79231,79231,정수빈,OF,31,"Jung, Soo Bin",19901007,175,70,Left,Left
두산,DOO_BEA,MIN_DOO,64202,64202,정은재,#N/A,102,"Jung, Eun Jae",19911231,#N/A,#N/A,Right,Right
두산,DOO_BEA,MIN_DOO,68242,68242,정철원,P,65,"Jeong, Cheol Won",19990327,192,95,Right,Right
두산,DOO_BEA,MIN_DOO,50211,50211,제환유,P,24,"Je, Hwan Yu",20000930,183,76,Right,Left
두산,DOO_BEA,MIN_DOO,66209,66209,조수행,OF,51,"Jo, Soo Haeng",19930830,178,73,Right,Left
두산,DOO_BEA,MIN_DOO,50296,50296,조제영,P,38,"Cho, Je Young",20010212,182,89,Right,Right
두산,DOO_BEA,MIN_DOO,50298,50298,최세창,P,108,"Choi, Se Chang",20010601,187,95,Right,Right
두산,DOO_BEA,MIN_DOO,51264,51264,최승용,P,28,"Choi, Seung Yong",20010511,190,87,Left,Left
두산,DOO_BEA,MIN_DOO,67263,67263,최원준,P,61,"Choi, Won Joon",19941221,182,91,Right,Right
두산,DOO_BEA,MIN_DOO,50206,50206,최종인,P,104,"Choi, Jong In",20010501,185,84,Right,Right
두산,DOO_BEA,MIN_DOO,53259,53259,최준호,P,59,"Choi, Jun Ho",20040603,188,90,Right,Right
두산,DOO_BEA,MIN_DOO,52206,52206,최지강,P,42,"Choi, Ji Kang",20010723,180,88,Right,Left
두산,DOO_BEA,MIN_DOO,53297,53297,한충희,P,110,"Han, Chung Hee",20031225,181,90,Right,Right
두산,DOO_BEA,MIN_DOO,79240,79240,허경민,IF,13,"Hur, Kyoung Min",19900826,176,69,Right,Right
두산,DOO_BEA,MIN_DOO,61643,61643,홍건희,P,17,"Hong, Geon Hui",19920929,187,97,Right,Right
두산,DOO_BEA,MIN_DOO,66233,66233,홍성호,OF,44,"Hong, Seong Ho",19970715,187,98,Right,Left
롯데,LOT_GIA,MIN_LOT,54567,54567,강성우,IF,67,"Kang, Seong Woo",20050412,182,77,Right,Right
롯데,LOT_GIA,MIN_LOT,54506,54506,강승구,C,113,"Kang, Seung Gu",20031019,180,83,Right,Right
롯데,LOT_GIA,MIN_LOT,65514,65514,강태율,C,32,"Kang, Tae Yul",19961101,179,91,Right,Right
롯데,LOT_GIA,MIN_LOT,54508,54508,고경표,IF,101,"Ko, Kyung Pyo",20010720,183,88,Right,Right
롯데,LOT_GIA,MIN_LOT,69517,69517,고승민,IF,65,"Go, Seung Min",20000811,189,92,Right,Left
롯데,LOT_GIA,MIN_LOT,63543,63543,구승민,P,22,"Koo, Seung Min",19900612,182,86,Right,Right
롯데,LOT_GIA,MIN_LOT,54510,54510,기민성,OF,111,"Gi, Min Sung",20010914,185,97,Right,Right
롯데,LOT_GIA,MIN_LOT,65522,65522,김강현,P,19,"Kim, Gang Hyun",19950227,177,84,Right,Left
롯데,LOT_GIA,MIN_LOT,54511,54511,김대현,OF,110,"Kim, Dae Hyun",20031115,176,84,Right,Right
롯데,LOT_GIA,MIN_LOT,68585,68585,김도규,P,23,"Kim, Do Gyu",19980711,192,118,Right,Right
롯데,LOT_GIA,MIN_LOT,69592,69592,김동규,IF,114,"Kim, Dong Gyu",19990408,185,85,Right,Right
롯데,LOT_GIA,MIN_LOT,52504,52504,김동혁,OF,50,"Kim, Dong Hyuk",20000915,177,77,Left,Left
롯데,LOT_GIA,MIN_LOT,53554,53554,김민석,OF,2,"Kim, Min Suk",20040509,185,83,Right,Left
롯데,LOT_GIA,MIN_LOT,77564,77564,김민성,IF,16,"Kim, Min Sung",19881217,181,94,Right,Right
롯데,LOT_GIA,MIN_LOT,76430,76430,김상수,P,24,"Kim, Sang Su",19880102,180,88,Right,Right
롯데,LOT_GIA,MIN_LOT,62528,62528,김원중,P,34,"Kim, Won Jung",19930614,192,96,Right,Left
롯데,LOT_GIA,MIN_LOT,51516,51516,김진욱,P,15,"Kim, Jin Uk",20020705,185,90,Left,Left
롯데,LOT_GIA,MIN_LOT,67539,67539,나균안,P,43,"Na, Gyun An",19980316,186,109,Right,Right
롯데,LOT_GIA,MIN_LOT,51551,51551,나승엽,IF,51,"Na, Seung Yeup",20020215,190,82,Right,Left
롯데,LOT_GIA,MIN_LOT,62931,62931,노진혁,IF,52,"No, Jin Hyuk",19890715,184,80,Right,Left
롯데,LOT_GIA,MIN_LOT,54529,622682,레이예스,OF,29,"Reyes, Victor",19941005,196,87,Right,Switch
롯데,LOT_GIA,MIN_LOT,50592,50592,박명현,P,117,"Park, Myeong Hyeon",20010616,185,80,Right,Right
롯데,LOT_GIA,MIN_LOT,54502,54502,박성준,P,107,"Park, Sung Jun",20051128,180,81,Left,Left
롯데,LOT_GIA,MIN_LOT,64021,64021,박세웅,P,21,"Park, Se Woong",19951130,182,85,Right,Right
롯데,LOT_GIA,MIN_LOT,62802,62802,박승욱,IF,53,"Park, Seung Wook",19921204,184,83,Right,Left
롯데,LOT_GIA,MIN_LOT,69507,69507,박영완,P,115,"Park, Young Wan",20000722,183,85,Right,Left
롯데,LOT_GIA,MIN_LOT,50563,50563,박재민,P,116,"Park, Jae Min",20010827,186,88,Left,Left
롯데,LOT_GIA,MIN_LOT,54503,54503,박준우,P,105,"Park, Jun Woo",20050527,190,94,Right,Right
롯데,LOT_GIA,MIN_LOT,69594,69594,박진,P,44,"Park, Jin",19990402,182,106,Right,Right
롯데,LOT_GIA,MIN_LOT,63512,63512,박진형,P,40,"Park, Jin Hyung",19940610,181,77,Right,Right
롯데,LOT_GIA,MIN_LOT,52528,656212,반즈,P,28,"Barnes, Charlie",19951001,189,91,Left,Left
롯데,LOT_GIA,MIN_LOT,54504,54504,배세종,P,108,"Bae, Se Jong",20011201,190,108,Right,Right
롯데,LOT_GIA,MIN_LOT,54507,54507,백두산,C,102,"Baek, Doo San",20010520,180,95,Right,Right
롯데,LOT_GIA,MIN_LOT,53569,53569,서동욱,C,69,"Seo, Dong Wook",20000324,175,88,Right,Right
롯데,LOT_GIA,MIN_LOT,54512,54512,소한빈,OF,112,"So, Han Bin",20050823,179,91,Right,Right
롯데,LOT_GIA,MIN_LOT,51528,51528,손성빈,C,0,"Son, Seoung Bin",20020114,186,92,Right,Right
롯데,LOT_GIA,MIN_LOT,51594,51594,송재영,P,59,"Song, Jae Young",20020620,181,84,Left,Left
롯데,LOT_GIA,MIN_LOT,69508,69508,신윤후,IF,3,"Shin, Yoon Hoo",19960105,177,77,Right,Right
롯데,LOT_GIA,MIN_LOT,60140,60140,신정락,P,36,"Shin, Jung Rak",19870513,178,78,Right,Left
롯데,LOT_GIA,MIN_LOT,64017,64017,심재민,P,39,"Shim, Jae Min",19940218,182,92,Left,Right
롯데,LOT_GIA,MIN_LOT,54509,54509,안우진,IF,109,"An, Woo Jin",20050722,181,83,Right,Right
롯데,LOT_GIA,MIN_LOT,78756,78756,오선진,IF,6,"Oh, Sun Jin",19890707,178,80,Right,Right
롯데,LOT_GIA,MIN_LOT,51526,51526,우강훈,P,64,"Woo, Kang Hoon",20021003,183,88,Right,Right
롯데,LOT_GIA,MIN_LOT,53546,658792,윌커슨,P,46,"WilKerson, Aaron",19890524,188,104,Right,Right
롯데,LOT_GIA,MIN_LOT,61102,61102,유강남,C,27,"Yoo, Kang Nam",19920715,182,88,Right,Right
롯데,LOT_GIA,MIN_LOT,54513,54513,유제모,OF,104,"Yoo, Je Mo",20030226,178,78,Right,Left
롯데,LOT_GIA,MIN_LOT,52591,52591,윤동희,OF,91,"Yoon, Dong Hee",20030918,187,85,Right,Right
롯데,LOT_GIA,MIN_LOT,67588,67588,윤성빈,P,103,"Yoon, Seong Pin",19990226,197,90,Right,Right
롯데,LOT_GIA,MIN_LOT,52530,52530,이민석,P,30,"Lee, Min Seok",20031210,189,95,Right,Right
롯데,LOT_GIA,MIN_LOT,51592,51592,이병준,P,118,"Lee, Byung Jun",20020528,185,95,Right,Right
롯데,LOT_GIA,MIN_LOT,54595,54595,이선우,OF,95,"Lee, Sun Woo",20050222,180,74,Right,Right
롯데,LOT_GIA,MIN_LOT,64565,64565,이인복,P,35,"Lee, In Bok",19910618,187,97,Right,Right
롯데,LOT_GIA,MIN_LOT,67644,67644,이정훈,OF,48,"Lee, Jeong Hun",19941207,185,90,Right,Left
롯데,LOT_GIA,MIN_LOT,51560,51560,이주찬,IF,63,"Lee, Ju Chan",19980921,181,86,Right,Right
롯데,LOT_GIA,MIN_LOT,53562,53562,이진하,P,62,"Lee, Jin Ha",20040602,191,96,Right,Right
롯데,LOT_GIA,MIN_LOT,53594,53594,이태연,P,54,"Lee, Tae Youn",20040221,180,80,Left,Left
롯데,LOT_GIA,MIN_LOT,69453,69453,이학주,IF,7,"Lee, Hak Ju",19901104,187,87,Right,Left
롯데,LOT_GIA,MIN_LOT,54598,54598,이호준,IF,98,"Lee, Ho Jun",20040320,172,72,Right,Left
롯데,LOT_GIA,MIN_LOT,62611,62611,임준섭,P,57,"Im, Jun Seob",19890716,181,88,Left,Left
롯데,LOT_GIA,MIN_LOT,68507,68507,장두성,OF,13,"Jang, Du Seong",19990916,176,75,Right,Left
롯데,LOT_GIA,MIN_LOT,54561,54561,전미르,P,61,"Jeon, Mi R",20050815,187,100,Right,Right
롯데,LOT_GIA,MIN_LOT,78513,78513,전준우,OF,8,"Jeon, Jun Woo",19860225,184,98,Right,Right
롯데,LOT_GIA,MIN_LOT,54505,54505,전하원,P,100,"Jeon, Ha Won",20051030,184,86,Right,Right
롯데,LOT_GIA,MIN_LOT,53568,53568,정대선,IF,68,"Jung, Dae Sun",20041116,185,85,Right,Right
롯데,LOT_GIA,MIN_LOT,68518,68518,정보근,C,42,"Jeong, Bo Keun",19990831,175,94,Right,Right
롯데,LOT_GIA,MIN_LOT,68556,68556,정성종,P,56,"Jung, Sung Jong",19951116,181,93,Right,Left
롯데,LOT_GIA,MIN_LOT,51546,51546,정우준,P,12,"Jeong, Woo Jun",20000317,180,82,Right,Right
롯데,LOT_GIA,MIN_LOT,53559,53559,정재환,C,120,"Jung, Jae Hwan",20040414,185,94,Right,Right
롯데,LOT_GIA,MIN_LOT,54537,54537,정현수,P,37,"Jeong, Hyeon Su",20010510,180,84,Left,Left
롯데,LOT_GIA,MIN_LOT,60523,60523,정훈,IF,9,"Jung, Hoon",19870718,180,85,Right,Right
롯데,LOT_GIA,MIN_LOT,64717,64717,지시완,C,66,"Ji, Si Wan",19940410,181,105,Right,Right
롯데,LOT_GIA,MIN_LOT,52558,52558,진승현,P,26,"Jin, Seung Hyun",20030905,184,108,Right,Left
롯데,LOT_GIA,MIN_LOT,76650,76650,진해수,P,31,"Jin, Hae Soo",19860626,187,85,Left,Left
롯데,LOT_GIA,MIN_LOT,64718,64718,최설우,P,45,"Choi, Seol Woo",19920220,179,93,Right,Right
롯데,LOT_GIA,MIN_LOT,51564,51564,최우인,P,119,"Choi, Woo In",20020809,191,91,Right,Right
