team,team_tm_major,team_tm_minor,KBO_ID,TM_ID,NAME,POS,BackNum,engName,Birthday,Height,Weight,PitcherThrows,BatterSide
LG,LG_TWI,MIN_LGT,54148,683412,진우영,P,48,"Jin, Woo Young",20010205,188,97,Right,Right
LG,LG_TWI,MIN_LGT,79140,79140,최동환,P,13,"Choi, Dong Hwan",19890919,184,83,Right,Right
LG,LG_TWI,MIN_LGT,54112,54112,최명경,OF,112,"Choi, Myung Kyung",20010614,177,80,Right,Left
LG,LG_TWI,MIN_LGT,65905,65905,최승민,OF,62,"Choi, Seung Min",19960701,181,73,Right,Left
LG,LG_TWI,MIN_LGT,52103,52103,최원영,OF,118,"Choi, Won Young",20030718,174,76,Right,Right
LG,LG_TWI,MIN_LGT,65320,65320,최원태,P,20,"Choi, Won Tae",19970107,184,104,Right,Right
LG,LG_TWI,MIN_LGT,69103,543391,켈리,P,3,"Kelly, Casey",19891004,191,98,Right,Right
LG,LG_TWI,MIN_LGT,50107,50107,하영진,P,119,"Ha, Young Jin",20010228,182,80,Right,Right
LG,LG_TWI,MIN_LGT,50096,50096,한지용,IF,113,"Han, Ji Yong",20010720,184,90,Right,Left
LG,LG_TWI,MIN_LGT,63248,63248,함덕주,P,11,"Ham, Deok Ju",19950113,181,78,Left,Left
LG,LG_TWI,MIN_LGT,50108,50108,함창건,OF,121,"Ham, Chang Geon",20010818,176,83,Left,Left
LG,LG_TWI,MIN_LGT,77243,77243,허도환,C,30,"Hur, Do Hwan",19840731,176,90,Right,Right
LG,LG_TWI,MIN_LGT,53102,53102,허용주,P,111,"Heo, Yong Ju",20030605,194,88,Right,Right
LG,LG_TWI,MIN_LGT,66108,66108,홍창기,OF,51,"Hong, Chang Ki",19931121,189,94,Right,Left
NC,NC_DIN,MIN_NCD,53994,53994,강건준,P,64,"Kang, Gun Jun",20030714,186,84,Right,Right
NC,NC_DIN,MIN_NCD,54908,54908,고승완,OF,108,"Ko, Seung Wan",20010315,178,81,Right,Left
NC,NC_DIN,MIN_NCD,63963,63963,권희동,OF,36,"Kwon, Hui Dong",19901230,177,85,Right,Right
NC,NC_DIN,MIN_NCD,54913,54913,김민규,P,113,"Kim, Min Kyu",20010907,183,84,Right,Right
NC,NC_DIN,MIN_NCD,54901,54901,김민균,P,101,"Kim, Min Gyun",20050118,188,88,Left,Left
NC,NC_DIN,MIN_NCD,69980,69980,김범준,OF,66,"Kim, Beom Jun",20000420,183,90,Right,Right
NC,NC_DIN,MIN_NCD,62934,62934,김성욱,OF,38,"Kim, Seong Uk",19930501,181,83,Right,Right
NC,NC_DIN,MIN_NCD,54905,54905,김세훈,IF,105,"Kim, Se Hoon",20050404,174,77,Right,Right
NC,NC_DIN,MIN_NCD,67900,67900,김수윤,IF,3,"Kim, Soo Yoon",19980716,180,83,Right,Right
NC,NC_DIN,MIN_NCD,68928,68928,김시훈,P,21,"Kim, Si Hoon",19990224,188,95,Right,Right
NC,NC_DIN,MIN_NCD,68900,68900,김영규,P,17,"Kim, Young Kyu",20000210,188,86,Left,Left
NC,NC_DIN,MIN_NCD,54909,54909,김재민,C,109,"Kim, Jae Min",20050831,178,88,Right,Right
NC,NC_DIN,MIN_NCD,64580,64580,김재열,P,32,"Kim, Jae Yeol",19960102,183,97,Right,Right
NC,NC_DIN,MIN_NCD,51907,51907,김주원,IF,7,"Kim, Ju Won",20020730,185,83,Right,Switch
NC,NC_DIN,MIN_NCD,53993,53993,김주환,P,95,"Kim, Ju Hwan",20041029,186,95,Right,Right
NC,NC_DIN,MIN_NCD,54910,54910,김준원,P,110,"Kim, Jun Won",20050531,190,82,Right,Right
NC,NC_DIN,MIN_NCD,67954,67954,김진호,P,54,"Kim, Jin Ho",19980607,183,90,Right,Right
NC,NC_DIN,MIN_NCD,67956,67956,김태현,P,15,"Kim, Tae Hyun",19980321,188,95,Left,Left
NC,NC_DIN,MIN_NCD,54912,54912,김태호,C,112,"Kim, Tae Ho",20010215,178,93,Right,Switch
NC,NC_DIN,MIN_NCD,53990,53990,김택우,IF,4,"Kim, Taek Woo",20000612,171,75,Right,Left
NC,NC_DIN,MIN_NCD,50902,50902,김한별,IF,68,"Kim, Han Byul",20010118,177,85,Right,Right
NC,NC_DIN,MIN_NCD,68912,68912,김형준,C,25,"Kim, Hyung Jun",19991102,187,98,Right,Right
NC,NC_DIN,MIN_NCD,54959,54959,김휘건,P,59,"Kim, Hwi Geon",20050827,191,105,Right,Right
NC,NC_DIN,MIN_NCD,69996,69996,노시훈,P,63,"Roh, Si Hun",19980804,188,95,Right,Right
NC,NC_DIN,MIN_NCD,53914,53914,노재원,P,96,"No, Jae Won",20010726,179,93,Right,Right
NC,NC_DIN,MIN_NCD,54944,571602,데이비슨,IF,24,"Davidson, Matt",19910326,190,104,Right,Right
NC,NC_DIN,MIN_NCD,66965,66965,도태훈,IF,16,"Do, Tae Hun",19930318,184,85,Right,Left
NC,NC_DIN,MIN_NCD,65949,65949,류진욱,P,41,"Ryou, Jin Oug",19961010,189,88,Right,Right
NC,NC_DIN,MIN_NCD,53973,53973,목지훈,P,73,"Mok, Ji Hoon",20040511,181,83,Right,Right
NC,NC_DIN,MIN_NCD,67063,67063,문상인,C,0,"Moon, Sang In",19980131,185,79,Right,Right
NC,NC_DIN,MIN_NCD,79215,79215,박건우,OF,37,"Park, Kun Woo",19900908,184,80,Right,Right
NC,NC_DIN,MIN_NCD,62907,62907,박민우,IF,2,"Park, Min Woo",19930206,185,80,Right,Left
NC,NC_DIN,MIN_NCD,62244,62244,박세혁,C,10,"Park, Sei Hyok",19900109,181,86,Right,Left
NC,NC_DIN,MIN_NCD,50996,50996,박시원,OF,39,"Park, Si Won",20010530,185,85,Right,Left
NC,NC_DIN,MIN_NCD,50906,50906,박영빈,OF,9,"Park, Young Bin",19970716,182,88,Right,Left
NC,NC_DIN,MIN_NCD,54911,54911,박인우,IF,111,"Park, In Woo",20011214,177,80,Right,Right
NC,NC_DIN,MIN_NCD,69900,69900,박주찬,IF,6,"Park, Ju Chan",19960111,178,84,Right,Right
NC,NC_DIN,MIN_NCD,68097,68097,박주현,P,67,"Park, Ju Hyeon",19990803,184,85,Left,Left
NC,NC_DIN,MIN_NCD,69994,69994,박지한,P,56,"Park, Ji Han",20001021,185,90,Left,Left
NC,NC_DIN,MIN_NCD,53992,53992,박한결,OF,60,"Park, Han Gyeol",20040426,181,90,Right,Right
NC,NC_DIN,MIN_NCD,53988,53988,배상호,OF,94,"Bae, Sang Ho",20040312,181,75,Left,Left
NC,NC_DIN,MIN_NCD,64995,64995,배재환,P,61,"Bae, Jae Hwan",19950224,186,95,Right,Right
NC,NC_DIN,MIN_NCD,53999,53999,서동욱,P,91,"Seo, Dong Wook",20040226,177,80,Right,Right
NC,NC_DIN,MIN_NCD,66068,66068,서의태,P,58,"Seo, Eui Tae",19970905,194,115,Left,Left
NC,NC_DIN,MIN_NCD,52906,52906,서준교,IF,40,"Seo, Jun Kyo",20030523,181,83,Right,Right
NC,NC_DIN,MIN_NCD,69995,69995,서호철,IF,5,"Seo, Ho Cheol",19961016,179,85,Right,Right
NC,NC_DIN,MIN_NCD,67962,67962,소이현,P,50,"So, Rhee Hyun",19990209,185,93,Right,Right
NC,NC_DIN,MIN_NCD,77532,77532,손아섭,OF,31,"Son, Ah Seop",19880318,174,84,Right,Left
NC,NC_DIN,MIN_NCD,54904,54904,손주환,P,104,"Son, Ju Hwan",20020105,177,85,Right,Right
NC,NC_DIN,MIN_NCD,69962,69962,송명기,P,11,"Song, Myung Gi",20000809,191,93,Right,Right
NC,NC_DIN,MIN_NCD,69203,69203,송승환,OF,8,"Song, Seung Hwan",20001028,183,93,Right,Right
NC,NC_DIN,MIN_NCD,68902,68902,신민혁,P,53,"Shin, Min Hyeok",19990204,184,95,Right,Right
NC,NC_DIN,MIN_NCD,53989,53989,신성호,IF,70,"Shin, Sung Ho",20030928,178,76,Right,Right
NC,NC_DIN,MIN_NCD,53919,53919,신영우,P,43,"Shin, Yeong Woo",20040421,182,84,Right,Right
NC,NC_DIN,MIN_NCD,53991,53991,신용석,C,42,"Shin, Yong Seok",20031011,181,91,Right,Right
NC,NC_DIN,MIN_NCD,61411,61411,심창민,P,18,"Sim, Chang Min",19930201,185,86,Right,Right
NC,NC_DIN,MIN_NCD,64022,64022,안중열,C,1,"An, Joong Yeol",19950901,176,87,Right,Right
NC,NC_DIN,MIN_NCD,68904,68904,오영수,IF,34,"Oh, Young Soo",20000130,178,93,Right,Left
NC,NC_DIN,MIN_NCD,54906,54906,원종해,P,106,"Won, Jong Hae",20050409,183,83,Right,Right
NC,NC_DIN,MIN_NCD,63905,63905,윤형준,IF,52,"Yoon, Hyeong Jun",19940131,186,97,Right,Right
NC,NC_DIN,MIN_NCD,51948,51948,이용준,P,48,"Lee, Yong Jun",20020508,180,95,Right,Right
NC,NC_DIN,MIN_NCD,77211,77211,이용찬,P,22,"Lee, Yong Chan",19890102,185,85,Right,Right
NC,NC_DIN,MIN_NCD,65964,65964,이우석,P,45,"Lee, Woo Seok",19960416,185,80,Right,Right
NC,NC_DIN,MIN_NCD,60263,60263,이재학,P,51,"Lee, Jae Hak",19901004,181,84,Right,Right
NC,NC_DIN,MIN_NCD,53996,53996,이준호,P,27,"Lee, Jun Ho",20000327,181,85,Right,Right
NC,NC_DIN,MIN_NCD,52905,52905,이현우,P,65,"Lee, Hyun Woo",20030505,183,90,Right,Right
NC,NC_DIN,MIN_NCD,54900,54900,임상현,P,100,"Lim, Sang Hyeon",20050716,184,89,Right,Right
NC,NC_DIN,MIN_NCD,63959,63959,임정호,P,13,"Lim, Jung Ho",19900416,188,90,Left,Left
NC,NC_DIN,MIN_NCD,50900,50900,임형원,P,12,"Lim, Hyoung Won",20010915,183,73,Right,Right
NC,NC_DIN,MIN_NCD,69204,69204,전루건,P,47,"Jeon, Ru Geon",20000609,185,80,Right,Right
NC,NC_DIN,MIN_NCD,69969,69969,전사민,P,57,"Jeon, Sa Min",19990706,194,85,Right,Right
NC,NC_DIN,MIN_NCD,54907,54907,조현민,IF,107,"Cho, Hyun Min",20050323,181,83,Right,Left
NC,NC_DIN,MIN_NCD,51701,51701,조현진,IF,46,"Cho, Hyun Jin",20020910,182,69,Right,Left
NC,NC_DIN,MIN_NCD,65241,65241,채원후,P,19,"Chae, Won Hoo",19950711,180,70,Right,Right
NC,NC_DIN,MIN_NCD,67905,67905,천재환,OF,23,"Cheon, Jae Hwan",19940401,181,83,Right,Right
NC,NC_DIN,MIN_NCD,68909,68909,최보성,IF,49,"Choi, Bo Sung",19981016,181,88,Right,Right
NC,NC_DIN,MIN_NCD,66920,66920,최성영,P,26,"Choi, Sung Young",19970428,180,85,Left,Left
NC,NC_DIN,MIN_NCD,69984,69984,최시혁,P,28,"Choi, Si Hyuk",20000719,190,85,Right,Right
NC,NC_DIN,MIN_NCD,54903,54903,최우석,P,103,"Choi, Woo Seok",20050331,190,90,Right,Right
NC,NC_DIN,MIN_NCD,66963,66963,최우재,OF,29,"Choi, Woo Jae",19970411,186,90,Right,Left
NC,NC_DIN,MIN_NCD,69992,69992,최정원,IF,14,"Choi, Jeong Won",20000624,176,70,Right,Left
NC,NC_DIN,MIN_NCD,54920,641447,카스타노,P,20,"Castano, Daniel",19940917,190,104,Left,Left
NC,NC_DIN,MIN_NCD,69991,69991,하준수,P,62,"Ha, Jun Soo",20000507,189,95,Right,Right
NC,NC_DIN,MIN_NCD,54930,606996,하트,P,30,"Hart, Kyle",19921123,196,90,Left,Left
NC,NC_DIN,MIN_NCD,64101,64101,한석현,OF,33,"Han, Seok Hyeon",19940517,181,73,Left,Left
NC,NC_DIN,MIN_NCD,51994,51994,한재승,P,55,"Han, Jae Seung",20011121,180,90,Right,Right
NC,NC_DIN,MIN_NCD,50903,50903,한재환,IF,35,"Han, Jae Hwan",20011019,177,89,Right,Right
NC,NC_DIN,MIN_NCD,54902,54902,홍유원,P,102,"Hong, Yu Won",20050517,188,96,Right,Right
상무,KBO_ARM,KBO_ARM,65933,65933,구창모,P,2,"Koo, Chang Mo",19970217,182,85,Left,Left
상무,KBO_ARM,KBO_ARM,51003,51003,권동진,IF,38,"Kwon, Dong Jin",19980912,178,87,Right,Left
상무,KBO_ARM,KBO_ARM,51867,51867,김건우,P,29,"Kim, Keon Woo",20020712,185,88,Left,Left
상무,KBO_ARM,KBO_ARM,51604,51604,김선우,C,27,"Kim, Sun Woo",20010118,175,90,Right,Right
상무,KBO_ARM,KBO_ARM,68403,68403,김윤수,P,48,"Kim, Yun Su",19991208,185,95,Right,Right
상무,KBO_ARM,KBO_ARM,50992,50992,김태경,P,60,"Kim, Tae Gyeong",20010407,188,98,Right,Right
상무,KBO_ARM,KBO_ARM,65343,65343,김택형,P,43,"Kim, Taek Hyeong",19961010,185,100,Left,Left
상무,KBO_ARM,KBO_ARM,52994,52994,박동수,P,37,"Park, Dong Soo",19990524,178,86,Right,Left
상무,KBO_ARM,KBO_ARM,52980,52980,박성재,C,25,"Park, Sung Jae",20030321,179,85,Right,Right
상무,KBO_ARM,KBO_ARM,51298,51298,박성재,C,0,"Park, Seoung Jae",20021118,186,99,Right,Right
상무,KBO_ARM,KBO_ARM,69418,69418,박승규,OF,13,"Park, Seung Kyu",20000902,176,80,Right,Right
상무,KBO_ARM,KBO_ARM,50709,50709,박정현,IF,56,"Park, Jung Hyun",20010727,183,83,Right,Right
상무,KBO_ARM,KBO_ARM,69328,69328,박주성,P,1,"Park, Ju Seong",20001109,180,89,Right,Right
상무,KBO_ARM,KBO_ARM,50411,50411,박주혁,P,19,"Park, Ju Hyeok",20010518,183,89,Right,Right
상무,KBO_ARM,KBO_ARM,65516,65516,배제성,P,22,"Bae, Je Seong",19960929,190,90,Right,Left
상무,KBO_ARM,KBO_ARM,51111,51111,송승기,P,99,"Song, Seung Ki",20020410,180,90,Left,Left
상무,KBO_ARM,KBO_ARM,64006,64006,심우준,IF,6,"Shim, Woo Jun",19950428,183,74,Right,Right
상무,KBO_ARM,KBO_ARM,51991,51991,오장한,OF,30,"Oh, Jang Han",20020520,183,95,Right,Left
상무,KBO_ARM,KBO_ARM,51996,51996,오태양,IF,50,"Oh, Tae Yang",20020425,180,78,Right,Right
상무,KBO_ARM,KBO_ARM,69213,69213,윤산흠,P,55,"Yun, San Heum",19990515,178,75,Right,Right
상무,KBO_ARM,KBO_ARM,50036,50036,이강준,P,11,"Lee, Kang Jun",20011214,182,85,Right,Right
상무,KBO_ARM,KBO_ARM,51100,51100,이영빈,IF,21,"Lee, Young Bin",20020617,181,85,Right,Left
상무,KBO_ARM,KBO_ARM,51460,51460,이재희,P,17,"Lee, Jae Hee",20011011,187,100,Right,Left
상무,KBO_ARM,KBO_ARM,69134,69134,이정용,P,31,"Yi, Jung Yong",19960326,185,83,Right,Right
상무,KBO_ARM,KBO_ARM,51302,51302,이주형,OF,58,"Lee, Ju Hyeong",20020705,183,103,Left,Left
상무,KBO_ARM,KBO_ARM,69416,69416,이해승,IF,16,"Lee, Hae Seung",20000801,180,86,Right,Right
상무,KBO_ARM,KBO_ARM,69113,69113,임준형,P,59,"Lim, Jun Hyeung",20001116,180,87,Left,Left
상무,KBO_ARM,KBO_ARM,51895,51895,장지훈,P,15,"Jang, Ji Hun",19981206,177,82,Right,Right
상무,KBO_ARM,KBO_ARM,52809,52809,전영준,P,8,"Jeon, Young Jun",20020416,190,103,Right,Right
상무,KBO_ARM,KBO_ARM,51764,51764,정민규,IF,41,"Jeong, Min Kyu",20030110,183,93,Right,Right
상무,KBO_ARM,KBO_ARM,52903,52903,조민석,P,51,"Jo, Min Seok",19981221,180,83,Right,Right
상무,KBO_ARM,KBO_ARM,52405,52405,조민성,IF,32,"Cho, Min Sung",20031002,180,90,Right,Right
상무,KBO_ARM,KBO_ARM,52516,52516,조세진,OF,12,"Jo, Se Jin",20031121,181,93,Right,Right
상무,KBO_ARM,KBO_ARM,51809,51809,조요한,P,42,"Cho, Yo Han",20000106,191,102,Right,Right
상무,KBO_ARM,KBO_ARM,68362,68362,추재현,OF,9,"Choo, Jae Hyun",19990222,178,86,Left,Left
상무,KBO_ARM,KBO_ARM,52628,52628,한승연,OF,63,"Han, Seung Yeon",20030609,183,92,Right,Right
상무,KBO_ARM,KBO_ARM,52568,52568,한태양,IF,7,"Han, Tae Yang",20030915,181,83,Right,Right
상무,KBO_ARM,KBO_ARM,50449,50449,허윤동,P,47,"Heo, Yun Dong",20010619,180,90,Left,Left
상무,KBO_ARM,KBO_ARM,52764,52764,허인서,C,44,"Heo, In Seo",20030711,182,95,Right,Right
상무,KBO_ARM,KBO_ARM,52119,52119,허준혁,P,18,"Heo, Jun Hyuk",19990702,178,85,Right,Right
삼성,SAM_LIO,MIN_SAM,74540,74540,강민호,C,47,"Kang, Min Ho",19850818,185,100,Right,Right
삼성,SAM_LIO,MIN_SAM,64610,64610,강한울,IF,6,"Kang, Han Wool",19910912,181,66,Right,Left
삼성,SAM_LIO,MIN_SAM,68407,68407,공민규,IF,9,"Kong, Min Gyu",19990927,183,85,Right,Left
삼성,SAM_LIO,MIN_SAM,62404,62404,구자욱,OF,5,"Koo, Ja Wook",19930212,189,75,Right,Left
삼성,SAM_LIO,MIN_SAM,61365,61365,김대우,P,17,"Kim, Dae Woo",19881121,183,85,Right,Right
삼성,SAM_LIO,MIN_SAM,54401,54401,김대호,P,120,"Kim, Dae Ho",20011015,185,100,Right,Right
삼성,SAM_LIO,MIN_SAM,69442,69442,김도환,C,42,"Kim, Do Hwan",20000414,178,90,Right,Right
삼성,SAM_LIO,MIN_SAM,66838,66838,김동엽,OF,38,"Kim, Dong Yub",19900724,186,101,Right,Right
삼성,SAM_LIO,MIN_SAM,51403,51403,김동진,IF,3,"Kim, Dong Jin",19961218,184,84,Right,Left
삼성,SAM_LIO,MIN_SAM,54402,54402,김동현,P,123,"Kim, Dong Hyun",20010525,186,95,Right,Right
삼성,SAM_LIO,MIN_SAM,64793,64793,김민수,C,12,"Kim, Min Su",19910302,177,80,Right,Right
삼성,SAM_LIO,MIN_SAM,53421,53421,김민호,IF,121,"Kim, Min Ho",20031228,185,93,Right,Right
삼성,SAM_LIO,MIN_SAM,52460,52460,김서준,P,53,"Kim, Seo Jun",20030901,183,78,Right,Right
삼성,SAM_LIO,MIN_SAM,54403,54403,김성경,P,122,"Kim, Sung Kyung",19991001,181,84,Right,Right
삼성,SAM_LIO,MIN_SAM,67449,67449,김성윤,OF,39,"Kim, Seong Yoon",19990202,163,62,Left,Left
삼성,SAM_LIO,MIN_SAM,51409,51409,김세민,C,101,"Kim, Se Min",20020324,180,94,Right,Right
삼성,SAM_LIO,MIN_SAM,67467,67467,김시현,P,48,"Kim, Si Hyun",19980926,181,89,Right,Right
삼성,SAM_LIO,MIN_SAM,52430,52430,김영웅,IF,30,"Kim, Young Woong",20030824,183,81,Right,Left
삼성,SAM_LIO,MIN_SAM,53400,53400,김재상,IF,0,"Kim, Jae Sang",20040726,180,81,Right,Left
삼성,SAM_LIO,MIN_SAM,65132,65132,김재성,C,2,"Kim, Jae Seong",19961030,185,85,Right,Left
삼성,SAM_LIO,MIN_SAM,65062,65062,김재윤,P,62,"Kim, Jae Yoon",19900916,185,91,Right,Right
삼성,SAM_LIO,MIN_SAM,52424,52424,김재혁,OF,8,"Kim, Jae Hyuk",19991226,182,85,Right,Right
삼성,SAM_LIO,MIN_SAM,54407,54407,김재형,C,124,"Kim, Jae Hyung",20051122,186,102,Right,Right
삼성,SAM_LIO,MIN_SAM,50458,50458,김지찬,IF,58,"Kim, Ji Chan",20010308,163,64,Right,Left
삼성,SAM_LIO,MIN_SAM,68454,68454,김태우,P,113,"Kim, Tae Woo",19990915,193,92,Right,Right
삼성,SAM_LIO,MIN_SAM,65040,65040,김태훈,OF,25,"Kim, Tae Hoon",19960331,177,78,Right,Left
삼성,SAM_LIO,MIN_SAM,62360,62360,김태훈,P,27,"Kim, Tae Hoon",19920302,187,101,Right,Right
삼성,SAM_LIO,MIN_SAM,61404,61404,김헌곤,OF,32,"Kim, Hun Gon",19881109,174,81,Right,Right
삼성,SAM_LIO,MIN_SAM,51417,51417,김현준,OF,41,"Kim, Hyeon Joon",20021011,178,78,Left,Left
삼성,SAM_LIO,MIN_SAM,54460,54460,김호진,IF,60,"Kim, Ho Jin",20050716,183,84,Right,Right
삼성,SAM_LIO,MIN_SAM,54443,660593,레예스,P,43,"Reyes, Denyi",19961102,198,113,Right,Right
삼성,SAM_LIO,MIN_SAM,53404,53404,류승민,OF,50,"Ryu, Seung Min",20041011,185,90,Left,Left
삼성,SAM_LIO,MIN_SAM,62234,62234,류지혁,IF,16,"Ryu, Ji Hyuk",19940113,181,75,Right,Left
삼성,SAM_LIO,MIN_SAM,54424,676950,맥키넌,IF,24,"Mackinnon, David",19941215,188,101,Right,Right
삼성,SAM_LIO,MIN_SAM,53469,53469,박권후,P,49,"Park, Kwon Hoo",20040528,184,80,Right,Right
삼성,SAM_LIO,MIN_SAM,53409,53409,박시원,P,109,"Park, Si Won",20040316,187,96,Right,Right
삼성,SAM_LIO,MIN_SAM,53416,53416,박장민,IF,116,"Park, Jang Min",20030902,179,80,Right,Right
삼성,SAM_LIO,MIN_SAM,54466,54466,박준용,P,66,"Park, Jun Yong",20031219,184,92,Right,Right
삼성,SAM_LIO,MIN_SAM,53411,53411,박진우,C,111,"Park, Jin Woo",20031014,176,87,Right,Right
삼성,SAM_LIO,MIN_SAM,77446,77446,백정현,P,29,"Baek, Jung Hyun",19870713,184,80,Left,Left
삼성,SAM_LIO,MIN_SAM,53428,53428,서현원,P,28,"Seo, Hyun Won",20040228,187,78,Right,Right
삼성,SAM_LIO,MIN_SAM,54405,54405,신경민,P,110,"Shin, Kyung Min",20040316,186,103,Right,Right
삼성,SAM_LIO,MIN_SAM,66406,66406,안주형,IF,14,"An, Ju Hyeong",19930814,176,68,Right,Left
삼성,SAM_LIO,MIN_SAM,54408,54408,양도근,IF,114,"Yang, Do Geun",20030206,173,72,Right,Right
삼성,SAM_LIO,MIN_SAM,69403,69403,양우현,IF,105,"Yang, Woo Hyun",20000413,175,82,Right,Left
삼성,SAM_LIO,MIN_SAM,61268,61268,양현,P,19,"Yang, Hyun",19920823,189,104,Right,Right
삼성,SAM_LIO,MIN_SAM,75421,75421,오승환,P,21,"Oh, Seung Hwan",19820715,178,93,Right,Right
삼성,SAM_LIO,MIN_SAM,75334,75334,오재일,IF,44,"Oh, Jae Il",19861029,187,95,Left,Left
삼성,SAM_LIO,MIN_SAM,51466,51466,오현석,IF,103,"Oh, Hyeon Seok",20010305,183,99,Right,Left
삼성,SAM_LIO,MIN_SAM,69446,69446,원태인,P,18,"Won, Tae In",20000406,183,92,Right,Right
삼성,SAM_LIO,MIN_SAM,54406,54406,유병선,P,102,"Yoo, Byung Sun",20050912,181,84,Right,Right
삼성,SAM_LIO,MIN_SAM,54404,54404,육선엽,P,4,"Yook, Sun Yeop",20050713,190,90,Right,Right
삼성,SAM_LIO,MIN_SAM,68463,68463,윤정빈,OF,31,"Yoon, Jeong Bin",19990624,182,93,Right,Left
삼성,SAM_LIO,MIN_SAM,62929,62929,이민호,P,100,"Lee, Min Ho",19930811,185,90,Right,Right
삼성,SAM_LIO,MIN_SAM,69428,69428,이병헌,C,23,"Lee, Byung Heon",19991026,180,87,Right,Right
삼성,SAM_LIO,MIN_SAM,63960,63960,이상민,P,15,"Lee, Sang Min",19901104,180,85,Left,Left
삼성,SAM_LIO,MIN_SAM,66409,66409,이성규,OF,13,"Lee, Sung Gyu",19930803,178,82,Right,Right
삼성,SAM_LIO,MIN_SAM,50464,50464,이승민,P,35,"Lee, Seung Min",20000826,174,79,Left,Left
삼성,SAM_LIO,MIN_SAM,51454,51454,이승현,P,57,"Lee, Seung Hyun",20020519,183,102,Left,Left
삼성,SAM_LIO,MIN_SAM,60146,60146,이승현,P,20,"Lee, Seung Hyun",19911120,181,92,Right,Right
삼성,SAM_LIO,MIN_SAM,63492,63492,이재익,P,1,"Lee, Jae Ik",19940318,180,76,Left,Left
삼성,SAM_LIO,MIN_SAM,52415,52415,이재현,IF,7,"Lee, Jae Hyun",20030204,180,82,Right,Right
삼성,SAM_LIO,MIN_SAM,54410,54410,이재호,IF,119,"Lee, Jae Ho",20010520,180,82,Right,Right
삼성,SAM_LIO,MIN_SAM,51407,51407,이창용,IF,107,"Lee, Chang Yong",19990603,184,89,Right,Right
삼성,SAM_LIO,MIN_SAM,54411,54411,이현준,IF,118,"Lee, Hyun Jun",20010420,182,80,Right,Right
삼성,SAM_LIO,MIN_SAM,53455,53455,이호성,P,55,"Lee, Ho Sung",20040814,184,87,Right,Right
삼성,SAM_LIO,MIN_SAM,78352,78352,임창민,P,45,"Lim, Chang Min",19850825,183,94,Right,Right
삼성,SAM_LIO,MIN_SAM,52417,52417,장재혁,P,117,"Jang, Jae Hyuk",20020816,177,79,Right,Right
삼성,SAM_LIO,MIN_SAM,77927,77927,장필준,P,26,"Jang, Pill Joon",19880408,190,90,Right,Right
삼성,SAM_LIO,MIN_SAM,65586,65586,전병우,IF,34,"Jeon, Byeong Woo",19921024,182,93,Right,Right
삼성,SAM_LIO,MIN_SAM,54467,54467,정민성,P,67,"Jeong, Min Seong",20050509,184,98,Right,Right
삼성,SAM_LIO,MIN_SAM,50414,50414,정진수,C,112,"Jeong, Jin Su",19970925,177,93,Right,Left
삼성,SAM_LIO,MIN_SAM,51468,51468,주한울,OF,104,"Joo, Han Ul",20020608,183,83,Right,Right
삼성,SAM_LIO,MIN_SAM,62146,62146,최성훈,P,54,"Choi, Sung Hoon",19891011,178,75,Left,Left
삼성,SAM_LIO,MIN_SAM,67421,67421,최지광,P,40,"Choi, Ji Guang",19980313,173,85,Right,Right
삼성,SAM_LIO,MIN_SAM,68419,68419,최채흥,P,56,"Choi, Chae Heung",19950122,186,97,Left,Left
삼성,SAM_LIO,MIN_SAM,66451,66451,최충연,P,51,"Choi, Chung Yeon",19970305,190,85,Right,Right
삼성,SAM_LIO,MIN_SAM,68501,68501,최하늘,P,37,"Choi, Ha Neul",19990326,190,99,Right,Right
삼성,SAM_LIO,MIN_SAM,54452,657756,코너,P,52,"Seabold, Connor",19960124,188,95,Right,Right
삼성,SAM_LIO,MIN_SAM,50413,50413,한연욱,P,115,"Han, Yeon Uk",20010211,188,84,Right,Right
삼성,SAM_LIO,MIN_SAM,51462,51462,홍무원,P,46,"Hong, Moo Won",20020111,188,92,Right,Right
삼성,SAM_LIO,MIN_SAM,51408,51408,홍승원,P,108,"Hong, Seung Won",20011206,185,93,Right,Right
삼성,SAM_LIO,MIN_SAM,50430,50430,홍원표,P,65,"Hong, Won Pyo",20010327,183,86,Right,Right
삼성,SAM_LIO,MIN_SAM,65496,65496,홍정우,P,11,"Hong, Joung Woo",19960316,182,85,Right,Right
삼성,SAM_LIO,MIN_SAM,50441,50441,황동재,P,61,"Hwang, Dong Jae",20011103,191,97,Right,Right
SSG,SSG_LAN,MIN_SSG,62925,62925,강진성,OF,49,"Kang, Jin Sung",19931019,176,89,Right,Right
SSG,SSG_LAN,MIN_SSG,51868,51868,고명준,IF,18,"Ko, Myeong Jun",20020708,185,94,Right,Right
SSG,SSG_LAN,MIN_SSG,72523,72523,고효준,P,15,"Ko, Hyo Jun",19830208,179,81,Left,Left
SSG,SSG_LAN,MIN_SSG,53803,53803,김건이,C,66,"Kim, Gun Yi",20010515,183,90,Right,Left
SSG,SSG_LAN,MIN_SSG,77829,77829,김광현,P,29,"Kim, Kwang Hyun",19880722,188,88,Left,Left
SSG,SSG_LAN,MIN_SSG,54810,54810,김규민,C,2,"Kim, Kyu Min",20020823,180,94,Right,Left
SSG,SSG_LAN,MIN_SSG,62864,62864,김민식,C,24,"Kim, Min Sik",19890628,180,80,Right,Left
